X,Y,OBJECTID,Count_,Int_Number,Location,Dist
762438.261656553,2952292.07997516,793,739,8001,Mountfort St & St. Mary's St,BROOKLINE
762287.951412171,2949661.66843638,794,794,9021,Riverway & Short St,BP
774499.088081166,2954269.46857922,795,99,3076,Avenue de Lafayette & Washington St,BP
775275.732857898,2953256.37428156,796,114,1292,Beach St & Surface Rd SB,BP
775488.385679126,2958117.16118124,797,169,4120,Beverly St & North Washington St,BP
775359.882385239,2958295.60927872,798,170,4121,Beverly St & Valenti St,BP
775563.772181049,2958117.55153096,799,0,4095,"Cooper St, Cross St, North Washington St, & Ramp ST-SA",BP
760440.085470244,2934932.88101293,800,0,2165,South St & Washington St @ Forest Hill MBTA Busway Exit,WR
760473.371742129,2935274.26076384,801,0,2163,"Arborway EB Off-ramp, South St, & Washington St",WR
760426.24914597,2926429.38641788,802,468,1564,Cummins Hwy @ Shopping Center,WR
762432.489748031,2924558.10417613,803,467,955,Cummins Hwy @ #610 (near Hebron St),DO
774473.538587987,2931517.51016834,804,516,468,Dorchester Ave @ St. Mark's Church,DO
776726.942267954,2942482.38957436,805,379,2059,Columbia Rd & Pulaski I-93 SB Ramps,DO
766490.567543447,2924118.38053253,806,106,555,Babson St & Freemont St,DO
769148.196572676,2924184.9370302,807,792,971,River St @ Mattapan Heights,DO
768185.190640524,2923966.15061188,808,793,968,River St @ Ryan Playground,DO
778260.628105864,2951561.29777066,809,808,9063,South Boston Haul Rd & West Service Rd Exit,SB
774322.264419451,2945829.94056086,810,813,9989,Southampton St & South Bay Dr,RX
772532.752631336,2946312.21443501,811,814,429,Southampton St @ #112,RX
754293.262065843,2912270.42174216,812,848,2246,West Milton St @ #79,HP
750097.527983069,2955319.68908778,813,754,1133,North Beacon St @ #265,AB
780737.088645324,2960826.74536325,814,727,2309,Meridian St @ #65,EB
784899.414795071,2964113.50806507,815,156,4126,Bennington St @ Wood Island MBTA Station,EB
756128.856337905,2953796.36163503,816,242,1441,Brighton Ave & Linden Ave,AB
755428.496450156,2954804.61888629,817,282,621,"Cambridge St, Franklin St, & Harvard Ave",AB
753123.425116673,2951263.79673342,818,415,470,Commonwealth Ave & Summit Ave,AB
761850.518009022,2952411.78605469,819,293,8000,Carlton St & Mountfort St,BROOKLINE
772797.223696128,2954487.21196914,820,334,624,Charles St @ Center Gate (Boston Common),BP
764729.433206335,2943390.44040214,821,396,4125,Columbus Ave @ Jackson Sq MBTA Busway,RX
764430.082441017,2942880.25625764,822,306,3067,Centre St @ Jackson Sq MBTA Station,RX
768488.075586319,2947287.49994639,823,675,2087,Kerr Way & Melnea Cass Blvd,RX
767942.218531311,2950978.31584644,824,710,132,Massachusetts Ave @ #216,BP
780304.314264148,2951989.39494066,826,476,3129,D St & MBTA Silver Line Transitway,SB
780108.40188399,2951745.60513777,827,478,4116,D St & Ramp DB,SB
770821.250639468,2951785.54206739,828,492,2302,Dartmouth St @ MBTA Back Bay Station,BP
778749.280619472,2952074.84153719,829,203,9062,"Boston Haul Rd, Mass Haul Rd, & Ramp CT-S",SB
773550.849265099,2947724.4244118,830,601,9993,"Frontage Rd SB, Ramp A2, & Ramp I",SB
757626.241381571,2917108.1934993,831,670,3065,Hyde Park Ave @ Blake Estates/Shaw's Market,HP
779267.373267993,2950738.59315623,832,484,3130,D St @ Mid-block Ped Crossing,SB
769108.627487808,2937352.63150708,833,845,1429,Washington St @ Ladder #23,DO
765327.143201813,2948246.59667522,834,659,3097,Huntington Ave @ Engine #37,RX
757010.027111962,2925457.97620483,835,779,1901,Poplar St @ Conley School,WR
772070.268954009,2952527.63124475,836,395,405,Columbus Ave @ Engine #7,BP
791234.903300583,2965452.58696534,837,802,1811,Saratoga St @ #1158,EB
764407.14738144,2952148.47800829,838,134,1340,Beacon St @ #712,BP
779558.137716413,2953575.53328463,839,,4130,Northern Ave & Pier Four Blvd. ,
763279.895942062,2950317.7567742,840,,9022,Riverway & Riverway Connector,RX
,,841,,,,RX
756448.097269699,2933289.6153056,842,,531,Bussey Street & Walter Street,WR
781724.686996758,2949645.13769105,843,,2412,Summer St & Fed Ex Driveway/Thomas Butler Freight Corridor,SB
