X,Y,OBJECTID,Count_,Int_Number,Location,Dist
771099.088020816,2937614.92388435,1,386,3121,Columbia Rd. & Wyola Place,DO
770993.948280409,2951341.40890604,2,388,319,Columbus Ave. & Dartmouth St.,BP
764810.1907828,2941731.78957801,3,389,507,Columbus Ave. & Dimock St.,RX
769227.260600597,2949409.65839796,4,390,95,Columbus Ave. & Massachusetts Ave.,BP
767630.862961859,2947879.91978635,5,391,2085,Columbus Ave. & Melnea Cass Blvd.,RX
770655.881088406,2950971.90325955,6,393,577,Columbus Ave. & West Canton St.,BP
770109.838661373,2950370.20326555,7,394,320,Columbus Ave. & West Newton St.,BP
776891.949220732,2956963.91010812,8,400,290,Commercial St. & Cross St.,BP
776687.324176505,2959351.41070528,9,401,328,Commercial St. & Foster St.,BP
777094.511330038,2959149.90802218,10,402,424,Commercial St. & Hanover St.,BP
762925.696419746,2952718.15678224,11,403,1283,Commonwealth Ave. & Cummington St.,BP
756698.781173795,2953035.73729362,12,404,845,Commonwealth Ave. & Fordham St.,AB
763315.384362683,2952732.40873905,13,405,457,Commonwealth Ave. & Granby St.,BP
755085.072493732,2952281.90499222,14,406,459,Commonwealth Ave. & Griggs St.,AB
755947.446570128,2952837.44306082,15,407,181,Commonwealth Ave. & Harvard Ave.,AB
765652.572404817,2952392.65681282,16,408,3087,Commonwealth Ave. & Kenmore St.,BP
751143.194542885,2949780.90773204,17,409,1190,Commonwealth Ave. & Leamington Rd.,AB
767397.822527558,2952432.40877235,18,410,90,Commonwealth Ave. & Massachusetts Ave.,BP
748669.194124058,2949011.90739314,19,412,1208,Commonwealth Ave. & South St.,AB
755375.132979751,2952641.55658334,20,413,880,Commonwealth Ave. & Spofford St.,AB
762516.893679157,2952782.65697898,21,414,177,Commonwealth Ave. & St. Mary's St.,BP
752764.257531613,2950450.90789127,22,416,180,Commonwealth Ave. & Washington St.,AB
780633.887051597,2964788.91184331,23,434,431,Condor St. & Meridian St.,EB
776262.886783436,2954935.90981509,24,437,362,Congress St. & Franklin St.,BP
775736.785950989,2957095.30254537,25,438,4035,Congress St. & Hanover St.,BP
776544.636942878,2954579.40948556,26,439,47,Congress St. & High St.,BP
776090.074088395,2955364.90968935,27,440,1520,Congress St. & Milk St.,BP
776684.993004844,2954402.15588316,28,441,3055,Congress St. & Purchase St.,BP
775952.323982492,2956112.15997376,29,442,52,Congress St. & State St.,BP
754670.632657841,2951411.6581912,30,450,641,Corey Rd. & Kelton St.,AB
753957.819998473,2950640.90791869,31,451,640,Corey Rd. & Summit Ave.,AB
753375.945608154,2950007.15585184,32,452,639,Corey Rd. & Washington St.,AB
754797.133630499,2927108.15357944,33,454,632,Cornell St. & Washington St.,WR
776253.511708409,2957484.41012822,34,458,4096,Cross St. & Hanover St.,BP
759293.460794479,2927271.42838012,35,463,250,Cummins Hwy. & Hyde Park Ave.,WR
757609.196721241,2928914.15402429,36,464,2262,Cummins Hwy. & Sycamore St.,WR
756790.571535572,2929631.65401004,37,465,252,Cummins Hwy. & Washington St.,WR
764892.323169976,2923766.65342149,38,466,1367,Cummins Hwy. & Woodhaven St.,DO
778399.880154297,2949737.18011762,39,473,4085,Cypher & D St.,SB
775942.074332848,2946920.90821847,40,474,1128,D St. & Dorchester Ave.,SB
779935.417337775,2951521.9226819,41,479,374,D St. & Summer St.,SB
777604.262203053,2948813.15846625,42,480,373,D St. & West Broadway,SB
778201.512410179,2949506.90887395,43,481,1484,D St. & West First St.,SB
776786.762075067,2947875.15849224,44,482,540,D St. & West Seventh St.,SB
777847.512080938,2949097.90861638,45,483,786,D St. & West Third St.,SB
773514.886903897,2934765.40582913,46,486,2355,Dakota St. & Geneva Ave.,DO
770041.385606766,2953893.65917844,47,488,750,Dartmouth St. & Marlborough St.,BP
770309.885803074,2953179.15916759,48,489,824,Dartmouth St. & Newbury St.,BP
770675.498692751,2952239.7284646,49,490,110,Dartmouth St. & Stuart St.,BP
771204.073248625,2950781.90861285,50,491,663,Dartmouth St. & Warren Ave.,BP
776993.699754998,2946156.40799822,51,523,173,Dorchester St. & Old Colony Ave.,SB
778432.324738577,2947238.15839095,52,524,949,Dorchester St. & West Fifth St.,SB
771894.761065125,2948303.4081976,53,550,547,East Newton St. & Harrison Ave.,BP
750838.882155344,2948274.15749262,54,556,800,Englewood Ave. & Sutherland St.,AB
775868.511559397,2953638.40952207,55,563,377,Essex St. & South St.,BP
776131.511719227,2954208.6594848,56,580,48,Federal St. & High St.,BP
762791.03118968,2946920.07080376,57,583,1944,Fenwood Rd. & Huntington Ave.,RX
763694.134982616,2937835.65612634,58,586,1531,Forest Hills St. & Glen Rd.,WR
763358.480159849,2935798.05280176,59,587,2047,Forest Hills St. & Williams St.,WR
772186.134954348,2928091.40324733,60,603,510,Fuller St. & Washington St.,DO
768316.760140121,2953258.40895243,61,611,865,Gloucester St. & Marlborough St.,BP
745213.569358647,2924645.65276644,62,612,714,Gould St. & Spring St.  / V.A. Hospital,WR
774694.011406407,2953103.40913464,63,626,367,Harrison Ave. & Kneeland St.,BP
773019.449603766,2949523.15756395,64,631,689,Harrison Ave. & Waltham St.,BP
768915.260673925,2944826.65748639,65,632,784,Harrison Ave. & Warren St.,RX
776928.638198256,2955093.65824158,66,642,566,High St. & Oliver St.,BP
776710.32429938,2954796.65975492,67,643,1197,High St. & Pearl St.,BP
777554.847662672,2955424.59720016,68,644,7004,High St. & Purchase St.,BP
775914.199125096,2954071.90939614,69,645,60,High St. & Summer St.,BP
768122.698248863,2941555.40681046,70,646,1561,Humboldt Ave. & Martin Luther King Jr. Blvd.,RX
767992.635517836,2940837.65679112,71,647,556,Humboldt Ave. & Townsend St.,RX
768122.57847631,2942170.29152553,72,648,572,Humboldt Ave. & Walnut Ave.,RX
767510.885437161,2939942.9064229,73,649,947,Humboldt Ave. & Waumbeck St.,RX
767773.010603338,2940384.4066184,74,650,1723,Humboldt Ave. & Wyoming St.,RX
758440.947156399,2920588.40237381,75,668,871,Hyde Park Ave. & West St.,HP
768906.26069732,2944629.4075146,76,674,1969,Kearsarge Ave. & Warren St. @ The Boy's Club,RX
766680.822681025,2947744.90803523,77,681,1526,Leon St. & Ruggles St.,RX
773566.511188179,2952022.15908034,78,695,1328,Marginal Rd. & Shawmut Ave.,BP
767501.697677985,2952149.15896016,79,704,91,Massachusetts Ave. & Newbury St.,BP
768599.296820611,2949984.89191532,80,706,134,Massachusetts Ave. & St. Botolph St.,BP
757473.070767343,2925790.40277706,81,730,517,Metropolitan Ave. & Poplar St.,WR
760199.197272688,2920162.15255134,82,731,1104,Metropolitan Ave. & River St.,HP
755335.265835017,2927785.63268889,83,732,582,Metropolitan Ave. & Washington St.,WR
776244.824135438,2955397.90963528,84,733,327,Milk St. & Pearl St.,BP
775431.573964983,2955423.65988745,85,735,23,Milk St. & Washington St.,BP
751791.194626704,2951350.658198,86,736,512,Monastery St. & Washington St.,AB
779267.82540305,2941503.15730676,87,742,2336,Mt. Vernon St. @ Harbor Point Blvd.,SB
776696.536646187,2933182.96253487,88,744,469,Neponset Ave. & Victory Rd.,DO
774477.347528651,2957318.31052399,89,746,4091,New Chardon St. @ Bulfinch Pl.,BP
769702.948783726,2929335.90468097,90,751,959,Norfolk St. & Stanton St.,DO
770383.44883202,2930259.90467542,91,752,1065,Norfolk St. & Woodrow Ave.,DO
756221.14601019,2957593.65522845,92,756,188,North Harvard St. & Western Ave.,AB
770069.010766491,2948080.15820737,93,761,785,Northampton St. & Shawmut Ave.,BP
775163.905386776,2939987.08968966,94,777,230,Pleasant St. & Stoughton St.,DO
766385.658591315,2946605.0179792,95,781,4023,Prentiss St. & Tremont St.,RX
754811.009692788,2930328.15388273,96,795,771,Robert St. & South St.,WR
749744.951700464,2921374.2562841,97,796,1003,Rockingham Ave. & Washington St.  @ Engine #55,WR
748205.420757145,2919561.51278695,98,797,2335,Rockland St. & Washington St.,WR
768643.887752131,2946298.65547144,99,799,202,Ruggles St. & Shawmut Ave.,RX
790445.950959221,2965830.16097192,100,801,980,Saratoga St. & St. Edward Rd.,EB
778209.953622162,2954046.16422968,101,805,3109,Seaport Blvd. & Sleeper St.,SB
771491.19909288,2949360.40769371,102,806,647,Shawmut Ave. & West Brookline St.,BP
771189.511000037,2949087.90839423,103,807,545,Shawmut Ave. & West Newton St.,BP
755150.883524612,2930511.90432826,104,811,770,South St. & Walter St.,WR
756980.770329878,2929873.72542965,105,812,2165,South St. & Washington St. @ Forest Hills MBTA Station Busway Exit (Monitor #253),WR
763964.072058097,2946613.90768564,106,816,138,St. Alphonsus St. & Tremont St.,RX
750989.194534913,2948624.40752095,107,818,392,Strathmore Rd. & Sutherland Rd.,AB
777950.637097627,2952555.90925784,108,1,1251,A St. & Melcher St.,SB
777383.137012079,2956092.16006161,109,87,2006,Atlantic Ave. & Milk St.,BP
777256.824210688,2957137.91013478,110,89,1964,Atlantic Ave. & Richmond,BP
777312.699464217,2956403.91015159,111,90,2023,Atlantic Ave. & State St.,BP
776351.699325681,2953860.15946668,112,91,43,Atlantic Ave. & Summer St.,BP
758527.133484572,2953409.15865533,113,104,1263,Babcock St. & Commonwealth Ave.,BP
766165.975680113,2923719.04168101,114,105,849,Babson St. & Blue Hill Ave.,DO
766429.260925293,2926041.65362895,115,107,1648,Babson St. & Norfolk St.,DO
746297.293305188,2926204.95051391,116,108,817,Baker St. & Gardner St.,WR
746246.007085919,2925705.40285601,117,109,727,Baker St. & Spring St.,WR
759485.19661811,2937790.15576109,118,111,1786,Ballard St. & Centre St.,WR
772036.573560908,2954952.40963273,119,117,4080,Beacon St. & Brimmer St.,BP
772543.448621929,2955130.65965681,120,118,65,Beacon St. & Charles St.,BP
766553.271871716,2952933.39635316,121,119,314,Beacon St. & Charlesgate East,BP
766553.271871716,2952933.39635316,122,120,152,Beacon St. & Charlesgate West,BP
770511.385394707,2954397.16025352,123,122,336,Beacon St. & Clarendon St.,BP
769937.199433103,2954182.90985467,124,123,104,Beacon St. & Dartmouth St.,BP
769352.760537356,2953966.65934967,125,124,337,Beacon St. & Exeter St.,BP
768736.447683915,2953739.65908171,126,125,338,Beacon St. & Fairfield St.,BP
768208.947660789,2953544.90974291,127,126,339,Beacon St. & Gloucester St.,BP
761815.696626469,2948066.65793447,128,251,1432,Brookline Ave. & Francis St.,RX
767222.554828346,2939452.7229387,129,456,520,Crawford St. & Humboldt Ave.,RX
779725.753419325,2951278.72325414,130,475,4062,D St. & Fargo St.,SB
776405.574460179,2947436.40828747,131,477,147,D St. & Old Colony,SB
749439.245573014,2921024.17258847,132,498,1752,Desoto Rd. & Washington St.,WR
775819.986660466,2954867.80686349,133,499,56,Devonshire St. & Franklin St.,BP
775820.324249238,2955336.90973027,134,500,55,Devonshire St. & Milk St.,BP
775812.324252754,2955639.65983875,135,501,54,Devonshire St. & Water St.,BP
765616.88290222,2941469.40950038,136,502,4089,Dimock St. & Washington St.,RX
775903.886996672,2948839.90835652,137,504,2307,Dorchester Ave. & Haul Rd.,SB
775904.292192638,2948482.13341281,138,505,271,Dorchester Ave. & Old Colony Ave.,SB
775028.062666982,2934153.52313159,139,506,356,Dorchester Ave. & Park St.,DO
773187.906214967,2925135.08300461,140,507,721,Dorchester Ave. & Richmond St.,DO
775929.38729164,2939388.15674499,141,508,344,Dorchester Ave. & Savin Hill Ave.,DO
777031.352312505,2953400.81517738,142,509,46,Dorchester Ave. & Summer St.,BP
776058.074668303,2940901.90696564,143,510,4041,Dorchester Ave. & Taft St.,DO
773484.764220402,2926618.96747178,144,511,807,Dorchester Ave. & Valley Rd.,DO
775890.725239798,2949817.458754,145,512,309,Dorchester Ave. & West Fourth St.,SB
776065.53268218,2940287.50551766,146,513,960,Dorchester Ave. @ Belfort St. & Victoria St.,DO
774644.324581429,2932333.40534534,147,514,979,Dorchester Ave. @ Centre St.,DO
775409.699698478,2936191.405944,148,515,4026,Dorchester Ave. @ Kimball St.,DO
772938.386335924,2952135.15918148,149,696,1330,Marginal Rd. & Tremont St.,BP
777560.074697912,2946624.90815587,150,522,752,Dorchester St. & East Eighth St.,SB
773931.702142671,2951899.73407267,151,697,1332,Marginal Rd. & Washington St.,BP
778182.235302404,2947059.99203737,152,525,2161,Dorchester St. & West Sixth St.,SB
751010.319267079,2955011.65876843,153,698,187,Market St. & North Beacon St.,AB
771007.38617906,2944161.9074513,154,528,207,Dudley St. & Hampden St.  @ Dunmore St.,RX
768994.350089803,2945048.30997562,155,529,208,Dudley St. & Harrison Ave.,RX
767238.510136381,2952856.65898378,156,699,89,Marlborough St. & Massachusetts Ave.,BP
768797.876690716,2945081.59206061,157,530,209,Dudley St. & Warren St.,RX
778265.887102827,2948736.90884672,158,536,945,E St. & West Third St,SB
773940.453808159,2950501.40659405,159,537,366,East Berkeley St. & Harrison Ave.,BP
773207.136226147,2950798.90865435,160,538,87,East Berkeley St. & Shawmut Ave.,BP
767428.136008561,2941896.15649748,161,700,1595,Martin Luther King Jr. Blvd. & Walnut Ave.,RX
773508.6363419,2950661.90891293,162,539,365,East Berkeley St. & Washington St.,BP
769173.25837104,2941156.65822537,163,701,1611,Martin Luther King Jr. Blvd. & Warren St.,RX
779387.074966878,2947610.90840766,164,540,625,East Broadway & G St.,SB
770241.01077798,2948232.4082664,165,705,97,Massachusetts Ave. & Shawmut Ave.,BP
781777.200562745,2947678.65837151,166,541,304,East Broadway & L St.,SB
769605.159028456,2948936.52784751,167,707,96,Massachusetts Ave. & Tremont St.,BP
772168.198551789,2948606.15831628,168,543,661,East Brookline St. & Harrison Ave.,BP
770513.44041416,2947932.21393704,169,708,98,Massachusetts Ave. & Washington St.,BP
771557.573696241,2947933.90819734,170,545,467,East Concord St. & Harrison Ave.,BP
768151.19787778,2950423.65849432,171,709,93,Massachusetts Ave. & Westland Ave. @ St. Stephen St.,BP
781830.13818574,2946165.15815699,172,546,455,East Eighth St. & L St.,SB
771982.59791775,2946384.45793009,173,711,1552,Massachusetts Ave. @ Gerard St.,RX
780564.575482905,2947027.65819235,174,547,1462,East Fifth St. & I St.,SB
760353.75938952,2936738.15572576,175,716,1738,McBride St. & South St.,WR
781805.388198063,2947063.90849969,176,548,2242,East Fifth St. & L St.,SB
774621.386141032,2964091.16124724,177,718,1859,Medford St. & Terminal St.,CH
769039.948692694,2946932.40745667,178,720,2088,Melnea Cass Blvd. & Shawmut Ave.,RX
767331.387493908,2937396.65445822,179,553,325,Elm Hill Ave. & Seaver St.,RX
769471.093922138,2946603.62181339,180,723,2089,Melnea Cass Blvd. & Washington St.,RX
768806.823401779,2939393.9064779,181,554,580,Elm Hill Ave. & Warren St.  @ Waumbeck St.,RX
772003.699112862,2932194.90517251,182,724,148,Melville Ave. & Washington St.,DO
770175.886341557,2935863.90569134,183,559,607,Erie St. & Washington St.,DO
780654.137370169,2964038.16156104,184,726,983,Meridian St. & White St.,EB
774723.948991656,2953785.90954217,185,560,1070,Essex St. & Harrison Ave.,BP
775162.324044123,2957632.91014841,186,729,311,Merrimac St. & New Chardon St.,BP
775264.511661798,2953797.15877579,187,561,375,Essex St. & Kingston St.,BP
772686.385726988,2963453.41134624,188,562,2338,Essex St. & Main St.,CH
774022.507219434,2957319.91034512,189,765,4128,O'Connell Way & Staniford St.,BP
769490.112612411,2945941.09807754,190,566,573,Eustis St. & Harrison Ave.,RX
782111.439965636,2960908.02718134,191,766,4027,Orleans St. & Porter St.,EB
764826.733505979,2947989.15588644,192,568,1532,Evans Way & Huntington Ave.,RX
775475.198924199,2954367.15950263,193,767,605,Otis St. & Summer St.,BP
754383.632338271,2956485.65917735,194,570,897,Everett St. & Holton St.,AB
773305.13700071,2933501.15548253,195,770,591,Park St. & Waldeck St.,DO
753728.382294744,2954161.15876348,196,571,1336,Everett St. & North Beacon St.,AB
771930.199216768,2933000.40535401,197,771,539,Park St. & Washington St.,DO
754726.319999188,2957582.90950233,198,572,756,Everett St. & Western Ave.,AB
766029.698518574,2948078.40757285,199,773,389,Parker St. & Ruggles St.,RX
769728.135550737,2952964.40920679,200,574,793,Exeter St. & Newbury St.,BP
765083.884516507,2946190.15586743,201,774,610,Parker St. & Tremont St.,RX
749106.194113508,2954701.15860522,202,577,561,Faneuil St. & Parsons St.,AB
776892.261971846,2954537.40957405,203,775,602,Pearl St. & Purchase St.,BP
776034.824205607,2954886.40956827,204,579,49,Federal St. & Franklin St.,BP
761060.762826368,2942454.94265956,205,776,267,Perkins St. & South Huntington Ave.,WR
766841.697669163,2949104.40820771,206,589,643,Forsyth St. & Huntington Ave.,RX
764670.948309332,2921900.9028495,207,788,1734,Rector Rd. & River St.,DO
748856.1769315,2952410.19259413,208,591,1475,Foster St. & Washington St.,AB
756080.446627662,2917148.6516178,209,789,1318,Reservation Rd. & River St.,HP
762301.946746096,2947652.65771623,210,592,2330,Francis St. & Vining St.,RX
772696.387109727,2924608.15382139,211,790,1488,River St. & Washington St.,DO
776474.136723503,2955100.90985247,212,593,548,Franklin St. & Pearl St.,BP
762161.010296851,2920968.90280379,213,791,1448,River St. & Wood Ave.,HP
767967.326844528,2949721.80083281,214,604,363,Gainsborough St. & Huntington Ave.,BP
755566.320119008,2957616.15947241,215,849,698,Western Ave. @ Riverdale St.,AB
776336.136832535,2949905.65874188,216,2,1110,A St. & West Broadway,SB
774535.324719965,2933958.90568356,217,606,739,Geneva Ave. & Park St.,DO
776115.449249014,2949646.15854688,218,3,417,A St. & West Fourth St.,SB
773201.011806518,2935012.15569977,219,607,789,Geneva Ave. & Westville St.,DO
776665.136880115,2950281.90872964,220,4,1984,A St. & West Second St.,SB
757169.947001517,2915822.15143028,221,610,1109,Glenwood Ave. & Hyde Park Ave.,HP
776474.671735197,2930382.61464675,222,9,351,Adams St. & Ashmont St.,DO
776815.887775719,2926990.40425627,223,613,900,Granite Ave. & Hill Top St.,DO
774140.1997765,2924906.65398991,224,10,755,Adams St. & Butler St.,DO
776001.075785369,2934013.1559664,225,12,617,Adams St. & Gibson St.,DO
776658.012605414,2927502.15485644,226,614,345,Granite Ave. & Milton St.,DO
775703.137224048,2934413.40588821,227,13,357,Adams St. & Park St.,DO
748996.498690918,2920450.07354486,228,616,256,Grove St. & Washington St.,WR
774746.074967027,2925631.90401296,229,14,875,Adams St. & Richmond St.,DO
775969.700165913,2931535.4051954,230,16,1743,Adams St. @ Lonsdale St.,DO
755916.695312351,2928526.65477344,231,22,1686,Albano St. & Washington St.,WR
762403.457094714,2946721.31163473,232,663,3133,"Huntington Ave., Mission St., & St. Albans Rd",RX
751220.756862029,2955472.65892668,233,617,3112,Guest St. & Market St.,AB
771855.299828395,2946521.61445335,234,673,1093,"JFF Ramp, Massachusetts Ave., Melnea Cass Blvd., & Southampton St.",RX
766124.510352165,2939048.65634933,235,624,2069,Harold St. & Seaver St.,RX
772043.323821634,2947387.15821916,236,23,813,Albany St. & East Concord St.,BP
775397.011784092,2952860.90927038,237,678,403,"Kneeland St., Lincoln St., & Ramp X",BP
774236.511306003,2951541.4089895,238,625,1122,Harrison Ave. & Herald St.,BP
774289.511478797,2953187.90929537,239,679,15,"Kneeland St., Stuart St., & Washington St.",BP
771034.28988634,2947363.19005024,240,627,99,Harrison Ave. & Massachusetts Ave.,BP
772403.948812962,2947736.65825643,241,24,382,Albany St. & East Newton St.,BP
773750.947952569,2958614.14782465,242,685,2248,"Lomasney Way, Martha Rd., & Nashua St.",BP
769897.88351503,2946313.90909794,243,628,2090,Harrison Ave. & Melnea Cass Blvd.,RX
773487.197412878,2962542.40908527,244,690,1553,"Main St., School St., & West School St.",CH
774030.636374563,2950867.90888743,245,630,1452,Harrison Ave. & Traveler St.,BP
774765.074003443,2951398.65893856,246,25,70,Albany St. & Herald St.,BP
766515.510176554,2942507.90699899,247,702,1592,"Martin Luther King Jr. Blvd., Valentine St., & Washington St. (Monitor #4100)",RX
770209.4487032,2933466.15543427,248,636,511,Harvard St. & Norwell St.,DO
772540.759994105,2945604.40686709,249,714,697,"Massachusetts Ave., Pompeii St., & Theo A. Glynn Way",RX
771492.982316509,2946855.77070861,250,26,100,Albany St. & Massachusetts Ave.,BP
764512.635378316,2928162.15399152,251,637,686,Harvard St. & Walk Hill St.,DO
757540.634588122,2938891.15512234,252,715,862,"May St., Moss Hill Rd., & Pond St.",WR
762919.947068244,2944110.40725309,253,638,1802,Heath St. & Schiller St.,RX
770558.88593924,2946012.15769887,254,27,2091,Albany St. & Melnea Cass Blvd.,BP
762087.009540305,2936606.15569864,255,717,986,"McBride St., Rossmore Rd., & Washington St.",WR
767031.44759883,2950634.65840057,256,639,481,Hemenway St. & Westland Ave.,BP
772526.953018397,2925012.65439634,257,738,1243,"Morton St., Richmond St., & Washington St.",DO
773528.136267811,2951737.65893719,258,640,447,Herald St. & Shawmut Ave.,BP
771242.101217464,2946608.9338755,259,28,204,Albany St. & Northampton St.,BP
772222.135429978,2949497.90867445,260,741,1099,"Msgr. Reynolds Way, Washington St., & West Dedham St.",BP
773875.885861069,2951640.65923448,261,641,1127,Herald St. & Washington St.,BP
777737.700230449,2932056.90530057,262,745,982,"Neponset Ave., Pope's Hill St., & South Monroe Terr.",DO
775603.011560932,2957808.66017468,263,747,1862,"New Chardon St., North Washington St., & Surface Rd. SB  (w/ Canal St. @ New Chardon St.)",BP
774558.386410415,2950699.15888348,264,30,4115,Albany St. & Traveler St.,BP
764243.80018796,2947687.638694,265,652,269,Huntington Ave. & Longwood Ave.,RX
770566.57410787,2931624.905167,266,748,1921,"New England Ave., Norwell St., & Talbot Ave.",DO
768388.385448918,2950201.65857618,267,653,94,Huntington Ave. & Massachusetts Ave.,BP
773609.261426464,2952366.90911475,268,763,1922,"Oak St. West, Shawmut Ave., & Tremont St.",BP
773030.630401358,2968973.40445231,269,35,729,Alford St. & Dexter St.,CH
761054.14984104,2946245.18022917,270,655,206,Huntington Ave. & South Huntington Ave.,RX
774010.699023098,2952297.40925489,271,764,112,"Oak St., Oak St. West, & Washington St.",BP
763663.392126873,2947414.93509793,272,656,2354,Huntington Ave. & Wigglesworth St.,RX
773767.449118197,2943669.40745696,273,40,476,Allstate Rd. & Massachusetts Ave. @ Boston Edison Co.,DO
759478.190645292,2930890.35360268,274,665,881,Hyde Park Ave. & Southbourne Rd.,HP
774546.698931098,2955257.40982801,275,772,8,"Park St., Tremont St., & Winter St.",BP
760360.38448149,2933848.15504545,276,666,2162,Hyde Park Ave. & Ukraine Way,WR
775474.262133121,2939315.65653156,277,778,622,"Pleasant St., Savin Hill Ave., & Sawyer Ave.",DO
754977.007668212,2953959.90884417,278,41,1808,Allston St. & Brighton Ave.,AB
760002.88056007,2933147.67139089,279,667,249,Hyde Park Ave. & Walk Hill St.,WR
768972.323387355,2940592.15661405,280,786,526,"Quincy St., Townsend St., & Warren St.",RX
774868.699084803,2953041.40925303,281,677,401,Kneeland St. & Tyler St.,BP
767158.681417316,2947175.4451713,282,800,611,"Ruggles St., Tremont St., & Whittier St.",RX
754078.882716715,2952167.15844437,283,42,335,Allston St. & Commonwealth Ave.,AB
747941.129376411,2952343.42824627,284,680,726,Lake St. & Washington St.,AB
768967.07329531,2943409.6570974,285,840,990,"Walnut Ave., Warren St., & Whiting St.",RX
773008.138768613,2944863.90395764,286,688,696,Magazine St. & Massachusetts Ave.,RX
775254.107629895,2935195.50852206,287,11,228,Adams St. & Dorchester Ave. (Fields Corner),DO
753965.008369803,2951898.65772274,288,43,522,Allston St. & Kelton St.,AB
772044.323928863,2944364.15745109,289,689,527,Magazine St. & Norfolk Ave.,RX
774167.406842962,2949581.35577223,290,34,1333,"Albany St., MBTA Drive & Randolph St.",BP
777614.859713361,2955447.19568487,291,86,40,Atlantic Ave. & High St.  (Monitor #1486),BP
767497.760250673,2945778.40768306,292,691,2349,Malcolm X Blvd. & Roxbury St.,RX
777399.584823489,2954614.12276295,293,95,1216,"Atlantic Ave., Ramp CA-N, & Seaport Blvd.",BP
753538.353538439,2950986.06541213,294,44,638,Allston St. & Summit Ave.,AB
767778.073377237,2937079.90603124,295,694,981,Maple St. & Seaver St.,RX
750541.445133954,2947643.15649027,296,121,183,Beacon St. & Chestnut Hill Ave. (Cleveland Circle),AB
764965.447893247,2927781.65403956,297,45,719,Almont St. & Walk Hill St.,DO
756357.904985398,2929906.29523025,298,144,1088,"Belgrade Ave., MBTA Driveway, & South St.",WR
768492.073417827,2936534.65573038,299,188,2104,Blue Hill Ave. & Seaver St. (Rt. Turn),RX
769063.251790464,2938098.36092913,300,190,189,Blue Hill Ave. & Warren St. (Grove Hall),RX
767883.560504571,2933931.64072943,301,46,216,American Legion Hwy. & Blue Hill Ave.,DO
770355.573456392,2942085.65691647,302,191,1486,Blue Hill Ave. & West Cottage St.  (Monitor #1485),RX
759863.007677674,2926910.39066747,303,47,1195,American Legion Hwy. & Canterbury St.,WR
766083.941379845,2922752.81760742,304,196,234,"Blue Hill Ave., Cummins Hwy., & River St. (Mattapan Sq.)",DO
766493.698218271,2933114.90527938,305,48,1301,American Legion Hwy. & Franklin Hill Ave.,WR
766782.885023281,2951550.65870398,306,220,9005,Boylston St. & Fenway  (Monitor #9016),BP
765554.947300225,2951090.40850763,307,223,938,Boylston St. & Ipswich St (Monitor #983),BP
763592.259602502,2950386.90839654,308,227,9006,Boylston St. & Park Dr.  (Monitor #9017),BP
758969.073026389,2924580.74688119,309,49,1645,American Legion Hwy. & Hyde Park Ave.,WR
777470.874739543,2955392.17445371,310,246,4104,Broad St. & Surface Rd. SB,BP
773696.197784662,2956919.66007274,311,272,412,Cambridge St. & Joy St.  (Monitor #4021),BP
760389.32393828,2928155.15254363,312,51,1194,American Legion Hwy. & Mt. Hope St.,WR
762595.072503865,2930096.15436313,313,52,369,American Legion Hwy. & Walk Hill St.,WR
771188.286337361,2965260.72528154,314,273,987,Cambridge St. & Maffa Way (Sullivan Sq.),CH
774909.136474878,2958604.66035081,315,296,30,Causeway St. & Haverhill St. (Monitor #506),BP
745743.756026193,2953128.40837534,316,328,1071,Champney St. & Faneuil St. (Oak Square),AB
764004.009842932,2941251.90655473,317,55,615,Amory St. & Atherton St.,RX
774529.437615052,2960585.75813311,318,353,162,"Chelsea St., North Washington St. Bridge, & Rutherford Ave. (City Sq.)",CH
776767.536392167,2956848.50972174,319,374,1960,"Clinton St., Ramp CS-SA, & Surface Rd. SB",BP
763506.134780884,2940648.40664361,320,56,710,Amory St. & Boylston St.,WR
764811.905067325,2940361.90458395,321,392,191,Columbus Ave. & Washington St. (Egleston Square),RX
747694.568912789,2949168.65740281,322,421,1788,Commonwealth Ave. & Greycliff St.  (Monitor #1787),BP
776063.574126109,2955647.65983334,323,446,51,"Congress St., Post Office Sq., & Water St.",BP
762465.626244649,2938411.32895783,324,59,372,Amory St. & Green St.,WR
767165.375047714,2943159.50009337,325,487,846,"Dale St., Oakland St., & Washington St.  (Monitor #4112)",RX
774921.637352988,2933640.65561667,326,503,1242,Dorchester Ave. & Gibson St.  (Monitor #617),DO
762944.283146665,2939540.35646138,327,60,1883,Amory St. & Minton St.,WR
780814.282574624,2950824.64740334,328,527,2249,"Dry Dock Ave., Pappas Way, & Summer St.",SB
768340.510717839,2945141.90755185,329,533,210,"Dudley St., Malcolm X Blvd., & Washington St.",RX
772247.698631808,2951496.65899864,330,62,560,Appleton St & Berkeley St,BP
750781.131707489,2954513.15867724,331,576,758,Faneuil St. & Market St.  (Monitor #4085),AB
774280.64374508,2946719.00743471,332,598,9996,Frontage Rd. NB & Widett Circle,SB
775067.277404666,2945644.84061214,333,602,9988,"Frontage Rd., I-93 NB Off Ramp, & Southampton St.",SB
775625.948961735,2954863.4095951,334,65,550,Arch St. & Franklin St.,BP
771123.229734451,2946022.04976168,335,619,2092,Hampden St. & Melnea Cass Blvd.  (Monitor #3140),RX
758603.248948321,2931944.32804365,336,66,762,Archdale Rd. & Washington St.,WR
